bacia_sedimentar,código_do_poço_(api),nome_do_poço_(anp),tipo_de_fluido,profundidade_topo_(m),profundidade_base_(m),quantidade_de_amostra,tipo_de_container,volume_(l),data_de_conclusão_do_poço,município/estado,depositária
CAMPOS MAR,742810401600.0,1-OGX-18A-RJS,ÓLEO,"0,00","0,00",2.0,Garrafa Vidro Âmbar,1,2010-09-30,CATU/BA,PETROBRAS
CAMPOS MAR,742810401700.0,1-OGX-20-RJS,OLEO CORTADO POR AGUA,"0,00","0,00",2.0,Garrafa Vidro Âmbar,1,2011-01-13,CATU/BA,PETROBRAS
CAMPOS MAR,742810401700.0,1-OGX-20-RJS,OLEO CORTADO POR AGUA,"2.788,50","2.788,50",2.0,Garrafa Vidro Âmbar,1,2011-01-13,CATU/BA,PETROBRAS
ESPÍRITO SANTO MAR,342710149400.0,1-BRSA-650D-ESS,ÓLEO,"4.664,00","5.030,00",2.0,Garrafa Vidro Âmbar,1,2009-03-13,CATU/BA,PETROBRAS
ESPÍRITO SANTO MAR,342710157200.0,1-BRSA-719-ESS,ÓLEO,"3.910,50","3.935,00",2.0,Garrafa Vidro Âmbar,1,2009-11-23,CATU/BA,PETROBRAS
ESPÍRITO SANTO MAR,342710190900.0,1-BRSA-1143D-ESS,ÓLEO,"4.557,00","4.634,00",2.0,Garrafa Vidro Âmbar,1,2013-04-19,CATU/BA,PETROBRAS
ESPÍRITO SANTO MAR,342710330500.0,1-BRSA-535-ESS,CONDENSADO,"5.256,00","5.280,00",2.0,Garrafa Vidro Âmbar,1,2007-10-20,CATU/BA,PETROBRAS
ESPÍRITO SANTO TERRA,342700207700.0,1-BRSA-1318-ES,ÓLEO,"745,00","778,00",2.0,Garrafa Vidro Âmbar,1,2015-09-28,CATU/BA,PETROBRAS
POTIGUAR TERRA,721000650500.0,1-BRSA-320-RN,ÓLEO,"1.125,00","1.129,00",2.0,Garrafa Vidro Âmbar,1,2005-02-01,CATU/BA,PETROBRAS
POTIGUAR TERRA,721000650500.0,1-BRSA-320-RN,ÓLEO,"1.308,50","1.312,50",2.0,Garrafa Vidro Âmbar,1,2005-02-01,CATU/BA,PETROBRAS
POTIGUAR TERRA,721000650500.0,1-BRSA-320-RN,ÓLEO,"1.332,00","1.336,00",2.0,Garrafa Vidro Âmbar,1,2005-02-01,CATU/BA,PETROBRAS
POTIGUAR TERRA,721000652500.0,1-BRSA-326-RN,ÓLEO,"1.094,00","1.096,50",2.0,Garrafa Vidro Âmbar,1,2005-02-02,CATU/BA,PETROBRAS
POTIGUAR TERRA,721000661800.0,1-BRSA-452-RN,ÓLEO,"202,00","206,00",2.0,Garrafa Vidro Âmbar,1,2006-10-24,CATU/BA,PETROBRAS
POTIGUAR TERRA,721000661800.0,1-BRSA-452-RN,ÓLEO,"213,00","217,00",2.0,Garrafa Vidro Âmbar,1,2006-10-24,CATU/BA,PETROBRAS
POTIGUAR TERRA,721000694500.0,1-BRSA-489D-RN,CONDENSADO,"3.949,00","3.971,00",2.0,Garrafa Vidro Âmbar,1,2009-09-11,CATU/BA,PETROBRAS
POTIGUAR TERRA,721000707900.0,1-BRSA-511-RN,ÓLEO,"2.023,50","2.026,00",2.0,Garrafa Vidro Âmbar,1,2008-08-02,CATU/BA,PETROBRAS
POTIGUAR TERRA,721000728700.0,1-BRSA-576-RN,ÓLEO,"501,00","503,00",2.0,Garrafa Vidro Âmbar,1,2008-04-16,CATU/BA,PETROBRAS
POTIGUAR TERRA,721000749200.0,1-BRSA-673-RN,ÓLEO,"1.735,00","1.750,00",2.0,Garrafa Vidro Âmbar,1,2009-10-09,CATU/BA,PETROBRAS
POTIGUAR TERRA,721000759900.0,1-BRSA-687-RN,ÓLEO,"1.935,00","1.938,00",1.0,Garrafa Vidro Âmbar,1,2009-05-26,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,202400594500.0,1-BRSA-84-BA,ÓLEO,"1.716,70","1.732,00",1.0,Garrafa Vidro Âmbar,1,2001-09-19,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,202400613300.0,1-BRSA-378-BA,ÓLEO,"486,00","493,00",2.0,Garrafa Vidro Âmbar,1,2006-01-09,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,202400621400.0,1-BRSA-502-BA,ÁGUA DE FORMAÇÃO,"783,50","783,50",1.0,Garrafa Vidro Âmbar,1,2009-12-15,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,202400621400.0,1-BRSA-502-BA,ÓLEO,"1.895,00","1.900,00",1.0,Garrafa Vidro Âmbar,1,2009-12-15,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,202400700600.0,1-BRSA-1300D-BA,ÓLEO,"2.006,00","2.016,40",3.0,Garrafa Vidro Âmbar,1,2019-03-26,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,202400700600.0,1-BRSA-1300D-BA,ÓLEO,"2.006,00","2.010,00",8.0,Garrafa Vidro Âmbar,1,2019-03-26,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,202400700800.0,1-BRSA-1304-BA,ÓLEO,"1.680,00","1.684,00",6.0,Garrafa Vidro Âmbar,1,2015-08-03,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,202400700800.0,1-BRSA-1304-BA,ÓLEO,"1.681,20","1.681,20",1.0,Garrafa Vidro Âmbar,1,2015-08-03,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,202400703100.0,1-BRSA-1331D-BA,ÓLEO,"1.866,00","1.873,00",2.0,Garrafa Vidro Âmbar,1,2016-04-20,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,202400703900.0,1-BRSA-1351D-BA,ÓLEO,"2.321,50","2.327,00",17.0,Garrafa Vidro Âmbar,1,2019-03-22,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,202400703900.0,1-BRSA-1351D-BA,ÓLEO,"2.936,10","2.936,10",2.0,Garrafa Vidro Âmbar,1,2019-03-22,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,202400703900.0,1-BRSA-1351D-BA,ÓLEO,"2.953,00","2.964,50",8.0,Garrafa Vidro Âmbar,1,2019-03-22,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,202400703900.0,1-BRSA-1351D-BA,ÓLEO,"2.964,00","2.964,00",6.0,Garrafa Vidro Âmbar,1,2019-03-22,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,202400703900.0,1-BRSA-1351D-BA,AGUA SALGADA,"3.035,90","3.035,90",1.0,Garrafa Vidro Âmbar,1,2019-03-22,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,202400707000.0,1-BRSA-1366D-BA,AGUA DOCE,"0,00","1.192,20",2.0,Garrafa Vidro Âmbar,1,2019-01-25,CATU/BA,PETROBRAS
SANTOS,743160052300.0,1-OGX-94DA-RJS,ÓLEO,"0,00","0,00",2.0,Garrafa Vidro Âmbar,1,2013-01-02,CATU/BA,PETROBRAS
SANTOS,863160029700.0,1-OGX-11D-SPS,ÓLEO,"0,00","0,00",2.0,Garrafa Vidro Âmbar,1,2010-08-10,CATU/BA,PETROBRAS
SANTOS,863160051600.0,1-OGX-47-SPS,ÓLEO,"0,00","0,00",4.0,Garrafa Vidro Âmbar,1,2011-09-08,CATU/BA,PETROBRAS
SANTOS,863160051600.0,1-OGX-47-SPS,CONDENSADO,"0,00","0,00",4.0,Garrafa Vidro Âmbar,1,2011-09-08,CATU/BA,PETROBRAS
SANTOS,863160051800.0,1-OGX-63A-SPS,NAO IDENTIFICADO,"0,00","0,00",2.0,Garrafa Vidro Âmbar,1,2012-02-05,CATU/BA,PETROBRAS
SERGIPE TERRA,901200444200.0,1-BRSA-471-SE,AGUA CORTADA POR OLEO,"651,00","659,00",2.0,Garrafa Vidro Âmbar,1,2006-12-29,CATU/BA,PETROBRAS
SOLIMÕES,140200080800.0,1-BRSA-769-AM,ÁGUA,"3.089,00","3.091,60",1.0,Garrafa Vidro Âmbar,1,2010-03-22,CATU/BA,PETROBRAS
SOLIMÕES,140200080800.0,1-BRSA-769-AM,CONDENSADO,"3.089,00","3.091,60",2.0,Garrafa Vidro Âmbar,1,2010-03-22,CATU/BA,PETROBRAS
SOLIMÕES,140200080800.0,1-BRSA-769-AM,ÓLEO,"3.172,80","3.174,50",8.0,Garrafa Vidro Âmbar,1,2010-03-22,CATU/BA,PETROBRAS
SOLIMÕES,140200084100.0,1-BRSA-961-AM,ÓLEO,"2.988,00","2.992,00",2.0,Garrafa Vidro Âmbar,1,2011-12-15,CATU/BA,PETROBRAS
SOLIMÕES,140200084100.0,1-BRSA-961-AM,ÓLEO,"3.046,00","3.049,00",1.0,Garrafa Vidro Âmbar,1,2011-12-15,CATU/BA,PETROBRAS
SOLIMÕES,140200084100.0,1-BRSA-961-AM,PETRÓLEO,"3.046,00","3.049,00",1.0,Garrafa Vidro Âmbar,1,2011-12-15,CATU/BA,PETROBRAS
ALAGOAS TERRA,81150430100.0,1-BRSA-344-AL,ÁGUA,"1.285,00","1.295,00",8.0,Garrafa Vidro Âmbar,1,2005-06-13,CATU/BA,PETROBRAS
ALAGOAS TERRA,81150430100.0,1-BRSA-344-AL,ÁGUA,"1.363,00","1.367,00",1.0,Garrafa Vidro Âmbar,1,2005-06-13,CATU/BA,PETROBRAS
CAMPOS MAR,742810218400.0,1-RJS-512HA,ÓLEO,"1.957,00","1.960,00",2.0,Garrafa Vidro Âmbar,1,1996-09-20,CATU/BA,PETROBRAS
CAMPOS MAR,742810270400.0,1-BRSA-155-RJS,ÓLEO,"5.821,00","5.831,00",2.0,Garrafa Vidro Âmbar,1,2002-11-18,CATU/BA,PETROBRAS
CAMPOS MAR,742810282800.0,1-BRSA-213-RJS,ÓLEO,"3.990,50","3.990,50",2.0,Garrafa Vidro Âmbar,1,2003-06-25,CATU/BA,PETROBRAS
CAMPOS MAR,742810303000.0,1-BRSA-319-RJS,ÓLEO,"3.242,50","3.251,00",2.0,Garrafa Vidro Âmbar,1,2005-01-09,CATU/BA,PETROBRAS
CAMPOS MAR,742810335800.0,1-BRSA-619-RJS,ÓLEO,"1.968,00","1.988,00",2.0,Garrafa Vidro Âmbar,1,2008-06-19,CATU/BA,PETROBRAS
CAMPOS MAR,742810341900.0,1-BRSA-713-RJS,ÓLEO,"3.022,00","3.067,00",2.0,Garrafa Vidro Âmbar,1,2009-06-13,CATU/BA,PETROBRAS
CAMPOS MAR,742810348100.0,1-BRSA-797-RJS,ÓLEO,"1.758,00","1.770,00",2.0,Garrafa Vidro Âmbar,1,2010-04-24,CATU/BA,PETROBRAS
CAMPOS MAR,742810348700.0,1-BRSA-805-RJS,ÓLEO,"2.975,00","3.045,00",4.0,Garrafa Vidro Âmbar,1,2010-07-07,CATU/BA,PETROBRAS
CAMPOS MAR,742810348700.0,1-BRSA-805-RJS,FLUIDO NATIVO,"3.100,00","3.110,00",2.0,Garrafa Vidro Âmbar,1,2010-07-07,CATU/BA,PETROBRAS
CAMPOS MAR,742810431300.0,1-BRSA-1383A-RJS,ÓLEO,"3.907,00","4.057,00",2.0,Garrafa Vidro Âmbar,1,2022-07-19,CATU/BA,PETROBRAS
POTIGUAR MAR,721010769400.0,1-BRSA-710-RNS,ÓLEO,"2.717,00","2.744,00",2.0,Garrafa Vidro Âmbar,1,2009-07-16,CATU/BA,PETROBRAS
POTIGUAR MAR,721010769400.0,1-BRSA-710-RNS,ÓLEO,"3.277,00","3.318,50",2.0,Garrafa Vidro Âmbar,1,2009-07-16,CATU/BA,PETROBRAS
POTIGUAR MAR,721010769400.0,1-BRSA-710-RNS,ÓLEO,"3.295,70","3.295,70",2.0,Garrafa Vidro Âmbar,1,2009-07-16,CATU/BA,PETROBRAS
POTIGUAR MAR,721010776600.0,1-BRSA-732D-RNS,ÓLEO,"3.267,00","3.286,00",1.0,Garrafa Vidro Âmbar,1,2009-11-29,CATU/BA,PETROBRAS
POTIGUAR MAR,721010781000.0,1-BRSA-756-RNS,ÓLEO,"3.076,00","3.080,00",2.0,Garrafa Vidro Âmbar,1,2010-03-11,CATU/BA,PETROBRAS
POTIGUAR MAR,721010781000.0,1-BRSA-756-RNS,ÓLEO,"3.077,00","3.100,00",2.0,Garrafa Vidro Âmbar,1,2010-03-11,CATU/BA,PETROBRAS
POTIGUAR MAR,721010819500.0,1-BRSA-862-RNS,ÓLEO,"2.635,00","2.647,00",2.0,Garrafa Vidro Âmbar,1,2011-04-25,CATU/BA,PETROBRAS
POTIGUAR MAR,721010819500.0,1-BRSA-862-RNS,ÓLEO,"2.691,00","2.707,00",2.0,Garrafa Vidro Âmbar,1,2011-04-25,CATU/BA,PETROBRAS
POTIGUAR MAR,721010819500.0,1-BRSA-862-RNS,ÓLEO,"3.765,00","3.773,00",2.0,Garrafa Vidro Âmbar,1,2011-04-25,CATU/BA,PETROBRAS
POTIGUAR MAR,721010819500.0,1-BRSA-862-RNS,ÓLEO,"3.845,50","3.859,50",2.0,Garrafa Vidro Âmbar,1,2011-04-25,CATU/BA,PETROBRAS
POTIGUAR MAR,721010838300.0,1-BRSA-962-RNS,CONDENSADO,"4.391,00","4.411,00",2.0,Garrafa Vidro Âmbar,1,2012-06-29,CATU/BA,PETROBRAS
POTIGUAR MAR,721010876700.0,1-BRSA-1205-RNS,ÓLEO,"3.780,00","3.880,00",2.0,Garrafa Vidro Âmbar,1,2014-03-11,CATU/BA,PETROBRAS
POTIGUAR TERRA,721000654200.0,1-BRSA-352-RN,ÓLEO,"1.407,00","1.410,00",2.0,Garrafa Vidro Âmbar,1,2005-08-01,CATU/BA,PETROBRAS
POTIGUAR TERRA,721000654200.0,1-BRSA-352-RN,ÓLEO,"1.407,00","1.413,00",2.0,Garrafa Vidro Âmbar,1,2005-08-01,CATU/BA,PETROBRAS
POTIGUAR TERRA,721000689400.0,1-BRSA-455-RN,ÓLEO,"1.689,00","1.704,00",2.0,Garrafa Vidro Âmbar,1,2008-12-30,CATU/BA,PETROBRAS
POTIGUAR TERRA,721000689400.0,1-BRSA-455-RN,ÓLEO,"2.333,00","2.335,00",2.0,Garrafa Vidro Âmbar,1,2008-12-30,CATU/BA,PETROBRAS
POTIGUAR TERRA,721000707300.0,1-BRSA-509-RN,ÓLEO,"1.537,00","1.540,50",2.0,Garrafa Vidro Âmbar,1,2008-10-18,CATU/BA,PETROBRAS
POTIGUAR TERRA,721000707300.0,1-BRSA-509-RN,ÓLEO,"1.619,50","1.625,50",4.0,Garrafa Vidro Âmbar,1,2008-10-18,CATU/BA,PETROBRAS
POTIGUAR TERRA,721000711500.0,1-BRSA-521-RN,ÓLEO,"1.707,50","1.781,50",2.0,Garrafa Vidro Âmbar,1,2008-03-22,CATU/BA,PETROBRAS
POTIGUAR TERRA,721000711500.0,1-BRSA-521-RN,ÓLEO,"1.733,00","1.735,00",1.0,Garrafa Vidro Âmbar,1,2008-03-22,CATU/BA,PETROBRAS
POTIGUAR TERRA,721000711500.0,1-BRSA-521-RN,ÓLEO,"1.805,00","1.808,00",2.0,Garrafa Vidro Âmbar,1,2008-03-22,CATU/BA,PETROBRAS
POTIGUAR TERRA,721000726500.0,1-BRSA-558-RN,ÓLEO,"1.543,50","1.546,00",2.0,Garrafa Vidro Âmbar,1,2008-12-30,CATU/BA,PETROBRAS
POTIGUAR TERRA,721000726500.0,1-BRSA-558-RN,ÓLEO,"1.621,00","1.625,00",2.0,Garrafa Vidro Âmbar,1,2008-12-30,CATU/BA,PETROBRAS
POTIGUAR TERRA,721000731200.0,1-BRSA-628-RN,ÓLEO,"1.514,00","1.517,00",2.0,Garrafa Vidro Âmbar,1,2008-10-21,CATU/BA,PETROBRAS
POTIGUAR TERRA,721000731200.0,1-BRSA-628-RN,ÓLEO,"1.594,50","1.596,50",2.0,Garrafa Vidro Âmbar,1,2008-10-21,CATU/BA,PETROBRAS
POTIGUAR TERRA,721000731200.0,1-BRSA-628-RN,ÓLEO,"1.799,00","1.802,00",2.0,Garrafa Vidro Âmbar,1,2008-10-21,CATU/BA,PETROBRAS
POTIGUAR TERRA,721000755300.0,1-BRSA-675-RN,ÓLEO,"1.373,50","1.375,50",2.0,Garrafa Vidro Âmbar,1,2009-04-11,CATU/BA,PETROBRAS
POTIGUAR TERRA,721000844200.0,1-BRSA-1025-RN,ÓLEO,"990,00","1.019,50",2.0,Garrafa Vidro Âmbar,1,2012-03-28,CATU/BA,PETROBRAS
POTIGUAR TERRA,721000844200.0,1-BRSA-1025-RN,ÓLEO,"1.073,50","1.085,00",2.0,Garrafa Vidro Âmbar,1,2012-03-28,CATU/BA,PETROBRAS
POTIGUAR TERRA,721000845200.0,1-BRSA-1034-RN,ÓLEO,"1.441,00","1.443,00",2.0,Garrafa Vidro Âmbar,1,2012-04-30,CATU/BA,PETROBRAS
POTIGUAR TERRA,721000845200.0,1-BRSA-1034-RN,ÓLEO,"1.510,00","1.513,00",2.0,Garrafa Vidro Âmbar,1,2012-04-30,CATU/BA,PETROBRAS
POTIGUAR TERRA,721000846000.0,1-BRSA-1044-RN,ÓLEO,"1.802,00","1.809,00",2.0,Garrafa Vidro Âmbar,1,2012-03-24,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,202400658000.0,1-BRSA-888D-BA,ÁGUA,"1.874,80","1.874,80",2.0,Garrafa Vidro Âmbar,1,2012-09-09,CATU/BA,PETROBRAS
SANTOS,743160018900.0,1-BRSA-905-RJS,ÓLEO,"4.025,00","4.060,00",1.0,Garrafa Vidro Âmbar,1,2011-08-23,CATU/BA,PETROBRAS
SANTOS,743160021500.0,1-BRSA-925A-RJS,ÓLEO,"5.676,30","5.714,30",4.0,Garrafa Vidro Âmbar,1,2012-05-24,CATU/BA,PETROBRAS
SANTOS,743160022400.0,1-BRSA-976-RJS,ÓLEO,"5.104,30","5.134,30",2.0,Garrafa Vidro Âmbar,1,2012-04-13,CATU/BA,PETROBRAS
SANTOS,743160027600.0,1-BRSA-1116-RJS,ÓLEO,"5.370,00","5.505,00",2.0,Garrafa Vidro Âmbar,1,2013-05-28,CATU/BA,PETROBRAS
SANTOS,743160028500.0,1-BRSA-1146-RJS,ÓLEO,"5.053,00","5.125,00",2.0,Garrafa Vidro Âmbar,1,2013-05-20,CATU/BA,PETROBRAS
SANTOS,743160028500.0,1-BRSA-1146-RJS,ÓLEO,"5.170,00","5.270,00",2.0,Garrafa Vidro Âmbar,1,2013-05-20,CATU/BA,PETROBRAS
SANTOS,743160260200.0,1-BRSA-103-RJS,ÓLEO,"5.301,00","5.311,00",2.0,Garrafa Vidro Âmbar,1,2001-12-07,CATU/BA,PETROBRAS
SANTOS,743160264800.0,1-BRSA-130-RJS,ÓLEO,"2.469,00","2.505,00",1.0,Garrafa Vidro Âmbar,1,2002-03-14,CATU/BA,PETROBRAS
SANTOS,743160270600.0,1-BRSA-157-RJS,ÓLEO,"2.666,50","2.679,00",2.0,Garrafa Vidro Âmbar,1,2006-05-30,CATU/BA,PETROBRAS
SANTOS,743160271000.0,1-BRSA-161-RJS,ÓLEO,"5.790,00","5.892,00",2.0,Garrafa Vidro Âmbar,1,2002-11-06,CATU/BA,PETROBRAS
SANTOS,743160282300.0,1-BRSA-211-RJS,ÓLEO,"4.385,00","4.419,00",2.0,Garrafa Vidro Âmbar,1,2003-07-26,CATU/BA,PETROBRAS
SANTOS,743160282300.0,1-BRSA-211-RJS,ÓLEO,"4.547,00","4.562,00",2.0,Garrafa Vidro Âmbar,1,2003-07-26,CATU/BA,PETROBRAS
SANTOS,743160282300.0,1-BRSA-211-RJS,ÓLEO,"4.670,00","4.700,00",2.0,Garrafa Vidro Âmbar,1,2003-07-26,CATU/BA,PETROBRAS
SANTOS,743160311700.0,1-BRSA-369A-RJS,ÓLEO,"4.950,00","4.995,00",2.0,Garrafa Vidro Âmbar,1,2006-10-12,CATU/BA,PETROBRAS
SANTOS,743160335900.0,1-BRSA-618-RJS,ÓLEO,"5.360,00","5.450,00",2.0,Garrafa Vidro Âmbar,1,2008-09-16,CATU/BA,PETROBRAS
SANTOS,743160335900.0,1-BRSA-618-RJS,ÓLEO,"5.528,00","5.680,00",3.0,Garrafa Vidro Âmbar,1,2008-09-16,CATU/BA,PETROBRAS
SANTOS,743160754500.0,1-BRSA-53-RJS,ÓLEO,"4.010,00","4.010,00",2.0,Garrafa Vidro Âmbar,1,2001-05-18,CATU/BA,PETROBRAS
SERGIPE MAR,901210398600.0,1-SES-127,ÁGUA,"0,00","0,00",2.0,Garrafa Vidro Âmbar,1,2000-04-05,CATU/BA,PETROBRAS
SERGIPE MAR,901210398600.0,1-SES-127,ÁGUA,"3.129,00","3.129,00",4.0,Garrafa Vidro Âmbar,1,2000-04-05,CATU/BA,PETROBRAS
SERGIPE MAR,901210401800.0,1-BRSA-76-SES,ÓLEO,"1.273,00","1.273,00",1.0,Garrafa Vidro Âmbar,1,2001-06-29,CATU/BA,PETROBRAS
SERGIPE MAR,901210491900.0,1-BRSA-851-SES,CONDENSADO,"4.677,50","4.713,50",4.0,Garrafa Vidro Âmbar,1,2012-06-21,CATU/BA,PETROBRAS
SERGIPE MAR,901210493800.0,1-BRSA-875-SES,ÓLEO,"3.245,60","3.245,60",6.0,Garrafa Vidro Âmbar,1,2010-12-22,CATU/BA,PETROBRAS
SERGIPE TERRA,901200462500.0,1-BRSA-645-SE,ÁGUA CORTADA POR LAMA,"1.473,30","1.473,30",4.0,Garrafa Vidro Âmbar,1,2008-09-04,CATU/BA,PETROBRAS
SERGIPE TERRA,901200463200.0,1-BRSA-659-SE,ÁGUA CORTADA POR LAMA,"471,00","501,00",2.0,Garrafa Vidro Âmbar,1,2008-11-14,CATU/BA,PETROBRAS
SERGIPE TERRA,901200463200.0,1-BRSA-659-SE,OLEO CORTADO POR LAMA,"576,00","594,00",1.0,Garrafa Vidro Âmbar,1,2008-11-14,CATU/BA,PETROBRAS
SERGIPE TERRA,901200463200.0,1-BRSA-659-SE,OLEO CORTADO POR AGUA,"576,00","594,00",4.0,Garrafa Vidro Âmbar,1,2008-11-14,CATU/BA,PETROBRAS
SERGIPE TERRA,901200463200.0,1-BRSA-659-SE,OLEO CORTADO POR LAMA,"597,00","624,00",1.0,Garrafa Vidro Âmbar,1,2008-11-14,CATU/BA,PETROBRAS
SERGIPE TERRA,901200463200.0,1-BRSA-659-SE,OLEO CORTADO POR AGUA,"597,00","624,00",3.0,Garrafa Vidro Âmbar,1,2008-11-14,CATU/BA,PETROBRAS
SERGIPE TERRA,901200463200.0,1-BRSA-659-SE,ÁGUA CORTADA POR LAMA,"624,00","654,00",1.0,Garrafa Vidro Âmbar,1,2008-11-14,CATU/BA,PETROBRAS
SERGIPE TERRA,901200463200.0,1-BRSA-659-SE,ÓLEO,"624,00","654,00",3.0,Garrafa Vidro Âmbar,1,2008-11-14,CATU/BA,PETROBRAS
SERGIPE TERRA,901200463200.0,1-BRSA-659-SE,ÁGUA CORTADA POR LAMA,"723,00","754,00",1.0,Garrafa Vidro Âmbar,1,2008-11-14,CATU/BA,PETROBRAS
SERGIPE TERRA,901200463200.0,1-BRSA-659-SE,ÓLEO,"723,00","754,00",2.0,Garrafa Vidro Âmbar,1,2008-11-14,CATU/BA,PETROBRAS
SERGIPE TERRA,901200467700.0,1-BRSA-689-SE,ÁGUA CORTADA POR LAMA,"575,00","594,00",7.0,Garrafa Vidro Âmbar,1,2008-12-23,CATU/BA,PETROBRAS
SERGIPE TERRA,901200467700.0,1-BRSA-689-SE,ÁGUA CORTADA POR LAMA,"697,00","724,00",2.0,Garrafa Vidro Âmbar,1,2008-12-23,CATU/BA,PETROBRAS
SERGIPE TERRA,901200467700.0,1-BRSA-689-SE,ÁGUA CORTADA POR LAMA,"740,50","775,50",8.0,Garrafa Vidro Âmbar,1,2008-12-23,CATU/BA,PETROBRAS
SERGIPE TERRA,901200543200.0,1-BRSA-1291D-SE,ÓLEO,"508,00","538,00",3.0,Garrafa Vidro Âmbar,1,2015-01-28,CATU/BA,PETROBRAS
SERGIPE TERRA,901200543200.0,1-BRSA-1291D-SE,ÓLEO,"568,00","598,00",3.0,Garrafa Vidro Âmbar,1,2015-01-28,CATU/BA,PETROBRAS
SERGIPE TERRA,901200543200.0,1-BRSA-1291D-SE,ÓLEO,"609,00","639,00",7.0,Garrafa Vidro Âmbar,1,2015-01-28,CATU/BA,PETROBRAS
SERGIPE TERRA,901200543200.0,1-BRSA-1291D-SE,ÓLEO,"639,00","639,00",1.0,Garrafa Vidro Âmbar,1,2015-01-28,CATU/BA,PETROBRAS
SERGIPE TERRA,901200543200.0,1-BRSA-1291D-SE,ÓLEO,"639,00","669,00",9.0,Garrafa Vidro Âmbar,1,2015-01-28,CATU/BA,PETROBRAS
ALAGOAS TERRA,81150435800.0,1-BRSA-390D-AL,ÁGUA,"570,00","583,00",4.0,Garrafa Vidro Âmbar,1,2005-12-29,CATU/BA,PETROBRAS
CAMPOS MAR,342810096900.0,3-BRSA-149HPA-ESS,ÓLEO,"3.624,00","4.491,00",2.0,Garrafa Vidro Âmbar,1,2002-10-11,CATU/BA,PETROBRAS
CAMPOS MAR,342810301800.0,3-BRSA-311-ESS,ÓLEO,"2.154,00","2.183,00",2.0,Garrafa Vidro Âmbar,1,2004-12-14,CATU/BA,PETROBRAS
CAMPOS MAR,342810309400.0,3-BRSA-353-ESS,ÓLEO,"4.687,00","4.741,00",2.0,Garrafa Vidro Âmbar,1,2005-09-20,CATU/BA,PETROBRAS
CAMPOS MAR,342810314800.0,3-BRSA-394-ESS,ÓLEO,"4.617,00","4.639,00",2.0,Garrafa Vidro Âmbar,1,2006-09-29,CATU/BA,PETROBRAS
CAMPOS MAR,342810314800.0,3-BRSA-394-ESS,ÓLEO,"4.925,00","5.110,00",2.0,Garrafa Vidro Âmbar,1,2006-09-29,CATU/BA,PETROBRAS
CAMPOS MAR,742810292800.0,3-BRSA-263-RJS,ÓLEO,"3.279,00","3.294,00",2.0,Garrafa Vidro Âmbar,1,2004-04-06,CATU/BA,PETROBRAS
CAMPOS MAR,742810301000.0,3-BRSA-304-RJS,ÓLEO,"3.393,00","3.428,00",2.0,Garrafa Vidro Âmbar,1,2004-12-30,CATU/BA,PETROBRAS
CAMPOS MAR,742810301000.0,3-BRSA-304-RJS,ÓLEO,"3.486,60","3.515,00",2.0,Garrafa Vidro Âmbar,1,2004-12-30,CATU/BA,PETROBRAS
CAMPOS MAR,742810320300.0,3-BRSA-435D-RJS,ÓLEO,"3.532,00","3.557,00",2.0,Garrafa Vidro Âmbar,1,2007-01-26,CATU/BA,PETROBRAS
CAMPOS MAR,742810320300.0,3-BRSA-435D-RJS,ÓLEO,"3.532,00","3.545,00",2.0,Garrafa Vidro Âmbar,1,2007-01-26,CATU/BA,PETROBRAS
CAMPOS MAR,742810321200.0,3-BRSA-443-RJS,NAO IDENTIFICADO,"0,00","0,00",1.0,Garrafa Vidro Âmbar,1,2006-10-04,CATU/BA,PETROBRAS
CAMPOS MAR,742810364400.0,3-BRSA-1020-RJS,ÓLEO,"4.290,00","4.330,00",2.0,Garrafa Vidro Âmbar,1,2012-05-21,CATU/BA,PETROBRAS
CAMPOS MAR,742810372800.0,3-BRSA-1123-RJS,ÓLEO,"4.570,00","4.621,00",6.0,Garrafa Vidro Âmbar,1,2013-07-30,CATU/BA,PETROBRAS
CAMPOS MAR,742810388000.0,3-BRSA-1238-RJS,ÓLEO,"4.510,00","4.607,00",4.0,Garrafa Vidro Âmbar,1,2014-10-19,CATU/BA,PETROBRAS
ESPÍRITO SANTO MAR,342710189900.0,3-BRSA-1128-ESS,ÓLEO,"3.768,00","3.798,00",2.0,Garrafa Vidro Âmbar,1,2013-02-06,CATU/BA,PETROBRAS
ESPÍRITO SANTO MAR,342710202100.0,3-BRSA-1253D-ESS,ÓLEO,"4.305,00","4.383,00",2.0,Garrafa Vidro Âmbar,1,2014-12-05,CATU/BA,PETROBRAS
